region,age_group,coverage_rate,report_date,gender
East,6-12 years,59.86,2023-12-26,Female
South,13-17 years,63.07,2023-10-17,Male
South,6-12 years,53.35,2023-11-08,Male
South,6-12 years,67.93,2023-04-12,Male
Centre,18+ years,86.46,2023-12-01,Female
Centre,6-12 years,74.46,2023-08-03,Male
West,6-12 years,99.7,2023-04-14,Female
West,18+ years,92.46,2023-08-03,Male
West,18+ years,79.37,2023-08-02,Female
East,13-17 years,92.16,2023-06-13,Male
East,0-5 years,77.57,2023-04-27,Male
North,13-17 years,76.95,2023-09-14,Female
North,18+ years,94.97,2023-10-20,Female
East,18+ years,97.46,2023-05-26,Male
Centre,6-12 years,94.16,2023-10-29,Female
Centre,18+ years,61.16,2023-12-24,Male
North,6-12 years,86.48,2023-10-12,Female
Centre,13-17 years,69.13,2023-08-30,Female
Centre,6-12 years,76.58,2023-03-18,Female
Centre,6-12 years,55.38,2023-07-08,Male
Centre,6-12 years,83.09,2023-10-02,Female
Centre,13-17 years,51.56,2023-04-30,Female
North,18+ years,67.06,2023-04-04,Female
West,6-12 years,79.07,2023-06-06,Female
North,0-5 years,69.32,2023-04-17,Female
East,6-12 years,75.7,2023-11-30,Female
West,6-12 years,56.77,2023-08-02,Male
East,6-12 years,65.14,2023-02-08,Male
South,13-17 years,88.41,2023-12-22,Female
West,18+ years,58.11,2023-03-01,Female
North,6-12 years,77.23,2023-06-10,Male
North,6-12 years,52.4,2023-06-10,Female
North,6-12 years,55.36,2023-04-21,Female
East,18+ years,73.43,2023-06-08,Female
North,6-12 years,97.09,2023-03-17,Female
North,13-17 years,74.13,2023-03-30,Female
North,6-12 years,86.08,2023-07-11,Male
West,0-5 years,94.46,2023-12-24,Male
North,13-17 years,79.23,2023-05-24,Male
Centre,13-17 years,77.84,2023-03-31,Male
North,13-17 years,85.79,2023-10-06,Female
South,0-5 years,88.95,2023-11-09,Male
South,0-5 years,73.48,2023-08-23,Male
East,6-12 years,78.31,2023-12-08,Female
West,0-5 years,93.74,2023-03-10,Male
East,6-12 years,67.7,2023-09-22,Female
Centre,18+ years,94.53,2023-08-30,Female
East,6-12 years,60.0,2023-01-11,Female
North,0-5 years,62.97,2023-02-23,Female
Centre,13-17 years,77.74,2023-09-12,Male
East,0-5 years,61.14,2023-08-24,Female
Centre,6-12 years,77.03,2023-09-15,Male
Centre,0-5 years,86.24,2023-03-18,Male
Centre,0-5 years,58.31,2023-12-24,Male
West,13-17 years,92.07,2023-03-21,Male
South,0-5 years,75.1,2023-06-15,Male
South,18+ years,93.14,2023-08-16,Female
North,6-12 years,93.55,2023-12-30,Female
Centre,0-5 years,79.39,2023-09-06,Female
North,6-12 years,96.36,2023-11-11,Female
East,13-17 years,55.88,2023-08-15,Male
West,13-17 years,88.85,2023-09-10,Female
North,13-17 years,55.27,2023-03-21,Female
Centre,18+ years,93.01,2023-05-19,Female
East,6-12 years,93.0,2023-03-04,Male
East,18+ years,92.98,2023-12-07,Female
East,18+ years,60.5,2023-09-21,Male
Centre,6-12 years,80.14,2023-08-12,Male
North,18+ years,96.76,2023-02-21,Male
North,13-17 years,89.06,2023-04-07,Male
West,6-12 years,90.5,2023-09-18,Female
West,6-12 years,75.17,2023-02-16,Male
South,0-5 years,64.77,2023-09-06,Female
Centre,13-17 years,89.29,2023-12-23,Male
South,18+ years,62.52,2023-03-20,Male
West,13-17 years,56.15,2023-01-07,Female
East,6-12 years,98.61,2023-07-08,Female
East,13-17 years,82.19,2023-06-04,Male
East,13-17 years,63.91,2023-12-20,Female
East,18+ years,55.24,2023-05-14,Male
North,13-17 years,72.57,2023-11-03,Male
South,18+ years,73.71,2023-10-29,Male
South,18+ years,64.85,2023-03-27,Female
North,6-12 years,97.2,2023-12-18,Female
East,13-17 years,58.97,2023-03-09,Female
Centre,13-17 years,76.88,2023-06-07,Female
East,13-17 years,58.2,2023-08-28,Female
South,18+ years,78.8,2023-07-21,Male
South,13-17 years,63.09,2023-10-22,Male
Centre,13-17 years,84.08,2023-08-23,Female
East,18+ years,95.22,2023-02-19,Male
East,6-12 years,94.85,2023-09-02,Female
South,0-5 years,62.84,2023-02-09,Female
South,18+ years,78.11,2023-09-22,Female
North,13-17 years,90.43,2023-06-25,Male
South,0-5 years,84.18,2023-11-29,Male
Centre,6-12 years,56.03,2023-05-22,Female
North,18+ years,68.8,2023-10-04,Male
West,0-5 years,64.08,2023-11-10,Female
South,6-12 years,96.15,2023-10-23,Male
Centre,18+ years,66.47,2023-11-18,Male
North,13-17 years,76.08,2023-08-21,Male
Centre,0-5 years,70.12,2023-08-24,Male
West,13-17 years,99.38,2023-12-05,Female
South,18+ years,98.86,2023-02-03,Female
Centre,6-12 years,51.61,2023-03-19,Male
North,0-5 years,99.52,2023-05-18,Male
Centre,18+ years,59.96,2023-02-24,Female
East,6-12 years,81.85,2023-07-07,Male
East,13-17 years,97.52,2023-08-07,Male
South,0-5 years,74.55,2023-05-16,Female
East,18+ years,89.21,2023-08-12,Male
North,6-12 years,86.49,2023-04-02,Female
North,0-5 years,77.02,2023-08-13,Female
East,18+ years,53.11,2023-01-01,Male
North,18+ years,81.78,2023-07-14,Male
South,0-5 years,83.84,2023-08-30,Male
Centre,18+ years,84.85,2023-03-24,Female
East,18+ years,91.9,2023-11-27,Male
East,13-17 years,97.0,2023-07-12,Male
Centre,0-5 years,91.7,2023-11-01,Male
North,0-5 years,80.25,2023-02-23,Male
East,13-17 years,98.08,2023-07-20,Female
North,6-12 years,96.51,2023-04-21,Female
West,13-17 years,75.58,2023-04-22,Male
South,18+ years,87.9,2023-11-04,Female
East,13-17 years,98.63,2023-02-14,Male
North,18+ years,63.66,2023-05-01,Female
North,6-12 years,92.19,2023-08-04,Male
Centre,6-12 years,77.77,2023-06-26,Male
West,6-12 years,70.86,2023-06-25,Female
North,18+ years,75.35,2023-09-29,Male
North,0-5 years,90.3,2023-03-31,Male
Centre,13-17 years,64.23,2023-02-20,Male
South,0-5 years,50.85,2023-07-16,Female
South,18+ years,54.59,2023-01-05,Male
West,6-12 years,85.42,2023-05-03,Male
North,0-5 years,69.48,2023-12-30,Female
Centre,0-5 years,51.01,2023-06-04,Female
West,6-12 years,83.65,2023-01-26,Female
West,13-17 years,75.99,2023-04-13,Female
North,6-12 years,50.41,2023-03-20,Male
Centre,18+ years,59.97,2023-05-17,Male
Centre,0-5 years,61.45,2023-12-15,Female
West,13-17 years,88.23,2023-02-28,Female
Centre,13-17 years,53.78,2023-02-13,Male
Centre,0-5 years,78.83,2023-08-26,Male
Centre,0-5 years,87.17,2023-06-14,Male
North,6-12 years,64.88,2023-12-04,Male
Centre,13-17 years,53.36,2023-02-24,Male
North,0-5 years,68.36,2023-04-22,Male
South,0-5 years,95.08,2023-02-17,Male
North,18+ years,68.76,2023-08-16,Female
North,13-17 years,68.91,2023-07-15,Male
West,0-5 years,99.82,2023-04-13,Female
Centre,6-12 years,90.98,2023-12-04,Male
East,6-12 years,66.43,2023-12-19,Male
South,6-12 years,70.98,2023-04-19,Female
East,13-17 years,50.65,2023-11-10,Female
North,6-12 years,88.18,2023-01-25,Male
East,18+ years,66.13,2023-12-24,Female
Centre,18+ years,51.2,2023-12-24,Female
East,18+ years,69.05,2023-10-05,Female
East,13-17 years,78.48,2023-09-08,Male
North,6-12 years,93.37,2023-07-02,Female
South,13-17 years,61.02,2023-02-08,Female
East,18+ years,89.88,2023-02-07,Female
West,0-5 years,89.92,2023-10-07,Female
East,13-17 years,73.05,2023-11-14,Male
East,0-5 years,55.48,2023-12-06,Male
South,0-5 years,82.85,2023-01-23,Female
Centre,6-12 years,81.89,2023-07-11,Male
West,0-5 years,75.74,2023-10-31,Female
East,18+ years,76.11,2023-02-17,Female
South,0-5 years,61.14,2023-01-19,Female
East,6-12 years,80.81,2023-06-26,Male
East,13-17 years,73.23,2023-12-07,Male
West,0-5 years,90.13,2023-04-17,Male
East,6-12 years,87.41,2023-09-03,Male
East,18+ years,58.19,2023-06-09,Male
East,6-12 years,67.22,2023-03-16,Male
East,6-12 years,57.53,2023-08-05,Female
East,0-5 years,77.19,2023-02-16,Male
East,13-17 years,75.6,2023-10-11,Male
North,0-5 years,79.62,2023-01-30,Female
Centre,13-17 years,52.75,2023-12-04,Male
East,0-5 years,75.72,2023-11-27,Female
South,6-12 years,52.01,2023-01-31,Male
West,13-17 years,81.22,2023-12-08,Male
East,0-5 years,80.49,2023-04-24,Male
North,18+ years,50.4,2023-09-05,Male
North,0-5 years,97.22,2023-03-17,Female
West,13-17 years,93.16,2023-04-11,Male
North,6-12 years,70.55,2023-07-16,Female
North,13-17 years,95.13,2023-02-27,Female
Centre,18+ years,84.54,2023-05-22,Female
South,6-12 years,57.06,2023-02-26,Female
West,18+ years,84.67,2023-06-09,Male
Centre,13-17 years,69.27,2023-05-13,Male
South,13-17 years,90.67,2023-03-01,Male
South,13-17 years,96.64,2023-05-31,Female
North,18+ years,92.32,2023-05-04,Male
East,6-12 years,89.87,2023-09-18,Female
Centre,6-12 years,62.14,2023-08-15,Female
Centre,0-5 years,89.04,2023-03-03,Female
West,0-5 years,61.24,2023-12-26,Male
South,6-12 years,51.18,2023-07-24,Female
West,13-17 years,61.38,2023-04-15,Male
East,0-5 years,74.44,2023-09-05,Male
Centre,6-12 years,75.61,2023-04-17,Female
East,0-5 years,98.27,2023-12-14,Male
East,0-5 years,58.11,2023-09-23,Male
South,13-17 years,57.88,2023-06-05,Male
West,0-5 years,56.57,2023-05-22,Female
West,18+ years,61.28,2023-06-06,Female
Centre,6-12 years,72.45,2023-08-11,Female
North,0-5 years,72.36,2023-04-28,Female
East,13-17 years,81.07,2023-09-14,Male
South,0-5 years,62.71,2023-02-17,Male
Centre,18+ years,99.89,2023-06-02,Male
West,0-5 years,84.64,2023-11-13,Female
North,18+ years,92.58,2023-02-07,Female
South,13-17 years,93.81,2023-03-15,Female
East,6-12 years,55.14,2023-06-21,Male
South,13-17 years,66.73,2023-03-08,Female
South,13-17 years,95.61,2023-06-08,Male
South,6-12 years,91.2,2023-08-20,Male
East,18+ years,79.3,2023-03-23,Female
West,6-12 years,69.32,2023-11-10,Male
North,13-17 years,76.5,2023-12-05,Female
East,18+ years,69.08,2023-11-20,Female
North,0-5 years,81.26,2023-05-03,Female
North,18+ years,83.9,2023-04-24,Female
East,6-12 years,93.23,2023-12-31,Male
Centre,18+ years,72.38,2023-11-19,Female
Centre,13-17 years,64.74,2023-08-08,Female
South,18+ years,73.25,2023-08-21,Female
West,6-12 years,95.91,2023-10-08,Male
East,18+ years,59.62,2023-03-27,Male
South,13-17 years,72.84,2023-06-05,Female
West,6-12 years,50.66,2023-11-08,Male
North,13-17 years,57.7,2023-10-24,Male
West,6-12 years,53.8,2023-06-15,Female
South,6-12 years,58.24,2023-09-12,Male
Centre,6-12 years,61.23,2023-09-29,Female
Centre,0-5 years,85.49,2023-12-29,Female
North,13-17 years,66.43,2023-01-01,Male
East,13-17 years,99.18,2023-03-26,Male
West,18+ years,98.48,2023-07-24,Female
Centre,6-12 years,68.23,2023-01-29,Female
North,6-12 years,94.33,2023-10-19,Male
West,6-12 years,77.72,2023-06-23,Male
North,18+ years,80.66,2023-05-07,Female
East,6-12 years,67.16,2023-07-19,Female
West,13-17 years,57.84,2023-09-27,Male
North,18+ years,83.22,2023-09-30,Male
East,13-17 years,62.15,2023-12-09,Female
Centre,13-17 years,95.19,2023-07-11,Male
North,13-17 years,84.44,2023-09-26,Female
North,13-17 years,71.71,2023-11-02,Male
East,18+ years,52.15,2023-06-29,Male
East,13-17 years,88.41,2023-06-19,Male
South,18+ years,56.76,2023-08-24,Female
East,0-5 years,53.43,2023-02-18,Female
North,0-5 years,91.22,2023-03-23,Female
West,0-5 years,65.78,2023-12-19,Male
East,0-5 years,55.06,2023-05-16,Female
West,18+ years,54.51,2023-10-06,Male
East,18+ years,63.27,2023-05-12,Male
East,18+ years,76.87,2023-08-06,Male
Centre,0-5 years,77.49,2023-06-27,Male
Centre,6-12 years,54.79,2023-06-28,Female
East,6-12 years,91.61,2023-02-09,Male
East,0-5 years,80.84,2023-07-28,Male
North,13-17 years,59.02,2023-12-22,Male
East,13-17 years,59.58,2023-06-24,Male
Centre,6-12 years,77.71,2023-07-15,Female
South,18+ years,77.45,2023-07-09,Male
West,18+ years,89.71,2023-09-21,Male
Centre,18+ years,71.12,2023-11-05,Male
Centre,18+ years,91.58,2023-01-01,Female
North,6-12 years,63.39,2023-02-09,Male
North,13-17 years,86.86,2023-04-17,Female
West,13-17 years,58.87,2023-03-11,Male
South,18+ years,79.75,2023-09-14,Male
North,6-12 years,77.93,2023-03-02,Female
West,13-17 years,52.52,2023-05-23,Female
South,13-17 years,93.1,2023-02-09,Female
East,0-5 years,81.6,2023-10-10,Female
Centre,0-5 years,92.41,2023-02-16,Male
West,13-17 years,80.46,2023-02-03,Male
Centre,13-17 years,82.55,2023-04-11,Female
West,6-12 years,62.02,2023-09-09,Male
West,0-5 years,73.88,2023-03-17,Female
South,13-17 years,68.1,2023-09-13,Female
East,0-5 years,87.74,2023-05-26,Female
South,6-12 years,53.65,2023-02-23,Female
East,6-12 years,89.99,2023-05-29,Female
West,6-12 years,95.38,2023-01-08,Female
South,6-12 years,99.04,2023-07-19,Male
North,0-5 years,66.52,2023-08-28,Male
North,13-17 years,82.23,2023-05-08,Male
South,6-12 years,69.07,2023-09-01,Female
South,18+ years,57.12,2023-12-16,Male
South,0-5 years,82.82,2023-02-20,Male
Centre,18+ years,54.41,2023-06-02,Male
Centre,6-12 years,69.21,2023-06-17,Male
East,18+ years,57.79,2023-10-20,Male
East,13-17 years,55.81,2023-02-19,Female
South,18+ years,100.0,2023-03-24,Male
North,18+ years,93.09,2023-11-18,Female
Centre,13-17 years,53.46,2023-07-11,Male
North,0-5 years,91.53,2023-04-08,Female
Centre,18+ years,79.71,2023-11-06,Female
Centre,0-5 years,76.85,2023-04-18,Female
North,6-12 years,50.12,2023-11-27,Male
East,0-5 years,53.46,2023-02-24,Male
North,6-12 years,85.97,2023-12-23,Female
South,6-12 years,85.21,2023-11-12,Male
Centre,6-12 years,75.62,2023-05-19,Male
West,6-12 years,95.97,2023-09-06,Male
Centre,13-17 years,99.42,2023-01-06,Female
North,18+ years,53.18,2023-08-25,Female
West,0-5 years,75.94,2023-11-02,Female
North,6-12 years,61.57,2023-05-01,Female
West,0-5 years,65.41,2023-05-10,Male
South,18+ years,96.01,2023-12-01,Male
Centre,13-17 years,78.57,2023-05-29,Female
West,18+ years,65.12,2023-08-24,Male
East,0-5 years,76.0,2023-12-10,Male
Centre,13-17 years,81.18,2023-09-10,Female
West,0-5 years,79.64,2023-08-18,Male
Centre,0-5 years,95.56,2023-06-21,Male
Centre,18+ years,77.8,2023-11-07,Male
Centre,13-17 years,98.92,2023-05-24,Male
South,0-5 years,69.8,2023-10-28,Female
Centre,6-12 years,66.41,2023-06-27,Male
Centre,0-5 years,81.66,2023-12-22,Male
North,0-5 years,70.99,2023-02-15,Male
Centre,6-12 years,54.23,2023-08-10,Male
East,0-5 years,67.29,2023-09-19,Female
Centre,13-17 years,72.05,2023-07-24,Female
Centre,0-5 years,97.99,2023-09-14,Female
Centre,13-17 years,96.14,2023-12-02,Female
North,0-5 years,56.24,2023-08-16,Male
East,6-12 years,53.72,2023-09-07,Female
West,18+ years,73.45,2023-01-09,Male
West,13-17 years,69.87,2023-07-21,Male
North,6-12 years,74.95,2023-03-10,Male
South,18+ years,91.01,2023-07-21,Female
North,13-17 years,68.31,2023-05-11,Male
West,18+ years,87.3,2023-04-23,Male
East,13-17 years,86.86,2023-03-28,Female
West,18+ years,64.23,2023-09-16,Male
North,18+ years,62.68,2023-08-29,Male
North,0-5 years,74.71,2023-01-02,Female
North,18+ years,77.41,2023-08-03,Male
Centre,18+ years,98.22,2023-12-29,Female
West,6-12 years,84.38,2023-12-13,Female
West,13-17 years,61.36,2023-12-05,Male
East,13-17 years,92.05,2023-01-08,Female
West,18+ years,59.35,2023-11-30,Male
North,13-17 years,72.3,2023-01-03,Female
West,18+ years,89.72,2023-06-12,Female
Centre,13-17 years,70.08,2023-08-24,Male
East,0-5 years,96.09,2023-08-20,Female
Centre,13-17 years,78.06,2023-08-29,Female
East,18+ years,95.52,2023-02-22,Female
Centre,18+ years,92.49,2023-12-17,Female
North,0-5 years,62.91,2023-10-25,Female
West,6-12 years,87.52,2023-04-06,Female
North,18+ years,93.25,2023-12-20,Male
Centre,18+ years,62.9,2023-01-08,Female
East,0-5 years,84.78,2023-11-28,Female
West,6-12 years,60.69,2023-01-07,Female
Centre,0-5 years,62.66,2023-05-25,Female
Centre,18+ years,75.42,2023-04-09,Male
West,18+ years,93.25,2023-04-24,Female
South,6-12 years,90.72,2023-10-06,Male
Centre,0-5 years,62.26,2023-10-03,Female
North,13-17 years,61.53,2023-06-06,Male
Centre,0-5 years,78.67,2023-03-17,Male
East,6-12 years,65.3,2023-12-06,Female
North,18+ years,72.8,2023-10-02,Male
East,18+ years,91.94,2023-02-05,Male
West,6-12 years,95.43,2023-03-15,Female
West,13-17 years,79.18,2023-08-24,Female
West,0-5 years,74.21,2023-03-12,Male
East,13-17 years,58.93,2023-07-18,Male
Centre,0-5 years,80.95,2023-08-13,Male
East,6-12 years,92.95,2023-11-06,Female
East,6-12 years,55.64,2023-11-04,Female
North,6-12 years,75.45,2023-02-12,Male
North,0-5 years,96.55,2023-02-21,Male
Centre,6-12 years,66.51,2023-07-11,Female
West,18+ years,87.57,2023-03-26,Female
East,6-12 years,61.72,2023-08-16,Male
South,18+ years,59.29,2023-02-10,Female
South,0-5 years,68.65,2023-09-20,Female
South,6-12 years,52.22,2023-03-15,Male
North,13-17 years,55.57,2023-07-21,Female
East,0-5 years,87.11,2023-06-16,Male
North,0-5 years,54.79,2023-11-26,Female
East,0-5 years,91.54,2023-09-28,Female
North,18+ years,61.28,2023-08-17,Male
East,0-5 years,72.46,2023-12-06,Female
South,0-5 years,64.22,2023-06-26,Female
Centre,18+ years,94.79,2023-01-14,Female
North,6-12 years,53.07,2023-11-16,Male
North,6-12 years,80.87,2023-01-11,Male
North,0-5 years,62.59,2023-03-02,Female
West,13-17 years,96.66,2023-09-21,Male
East,18+ years,82.77,2023-01-13,Male
North,18+ years,55.78,2023-06-14,Female
West,13-17 years,94.06,2023-04-20,Female
Centre,0-5 years,84.96,2023-04-04,Male
East,13-17 years,60.95,2023-01-02,Male
East,6-12 years,63.49,2023-08-27,Female
East,0-5 years,60.19,2023-02-18,Female
South,6-12 years,99.71,2023-03-07,Female
South,13-17 years,59.67,2023-10-22,Male
East,6-12 years,96.8,2023-10-28,Male
West,0-5 years,65.21,2023-09-22,Female
North,13-17 years,68.05,2023-04-16,Male
North,13-17 years,84.84,2023-07-16,Male
South,13-17 years,66.79,2023-02-26,Female
South,13-17 years,92.98,2023-05-26,Female
South,6-12 years,99.61,2023-05-16,Male
South,6-12 years,51.14,2023-04-03,Male
East,13-17 years,61.8,2023-08-03,Male
East,13-17 years,86.6,2023-03-09,Female
West,6-12 years,69.33,2023-08-15,Male
Centre,6-12 years,64.78,2023-10-16,Female
Centre,0-5 years,86.52,2023-03-29,Female
West,0-5 years,56.39,2023-05-05,Female
West,0-5 years,66.19,2023-07-14,Female
East,13-17 years,96.72,2023-01-10,Female
East,18+ years,65.52,2023-06-17,Male
East,6-12 years,82.88,2023-10-03,Male
East,0-5 years,58.8,2023-10-07,Female
East,0-5 years,91.45,2023-10-17,Male
North,18+ years,57.6,2023-11-17,Male
Centre,6-12 years,58.36,2023-03-01,Male
Centre,13-17 years,67.59,2023-12-18,Male
South,18+ years,92.62,2023-10-12,Female
North,6-12 years,63.72,2023-03-18,Male
North,18+ years,63.87,2023-10-12,Male
East,18+ years,80.83,2023-07-01,Male
East,13-17 years,57.95,2023-05-28,Female
Centre,13-17 years,90.23,2023-11-16,Female
North,18+ years,92.31,2023-07-10,Female
Centre,6-12 years,65.72,2023-06-15,Male
North,13-17 years,87.15,2023-11-08,Male
South,0-5 years,69.81,2023-08-10,Female
West,6-12 years,75.62,2023-03-14,Male
East,13-17 years,74.75,2023-04-30,Female
South,18+ years,79.13,2023-10-28,Female
East,18+ years,70.01,2023-12-02,Male
East,18+ years,84.05,2023-10-28,Male
West,6-12 years,63.17,2023-02-20,Male
Centre,13-17 years,52.66,2023-08-07,Male
West,18+ years,71.03,2023-10-21,Female
West,6-12 years,82.97,2023-02-23,Female
North,0-5 years,70.74,2023-10-09,Male
East,0-5 years,92.68,2023-08-27,Male
North,6-12 years,86.36,2023-08-09,Female
Centre,6-12 years,87.52,2023-01-18,Male
North,13-17 years,76.95,2023-01-22,Female
East,18+ years,88.99,2023-03-01,Female
West,13-17 years,66.03,2023-01-03,Male
East,13-17 years,78.54,2023-08-04,Male
South,0-5 years,97.48,2023-04-07,Female
North,6-12 years,95.02,2023-01-05,Female
East,18+ years,58.96,2023-07-11,Female
North,13-17 years,91.59,2023-08-15,Female
West,18+ years,61.28,2023-05-13,Female
East,6-12 years,78.41,2023-12-31,Male
South,0-5 years,51.51,2023-08-28,Male
Centre,18+ years,84.76,2023-01-31,Male
Centre,18+ years,93.08,2023-09-03,Male
North,13-17 years,66.17,2023-11-19,Male
North,13-17 years,55.27,2023-04-21,Male
Centre,18+ years,53.68,2023-04-04,Male
Centre,13-17 years,64.23,2023-04-23,Male
South,0-5 years,89.71,2023-12-07,Female
Centre,13-17 years,53.21,2023-07-29,Male
West,18+ years,76.58,2023-03-26,Female
Centre,13-17 years,68.97,2023-07-31,Male
North,13-17 years,76.42,2023-12-30,Male
East,6-12 years,50.59,2023-09-09,Female
South,13-17 years,68.88,2023-09-27,Female
South,18+ years,99.32,2023-09-20,Female
West,0-5 years,84.14,2023-07-15,Male
East,6-12 years,79.88,2023-10-28,Female
East,0-5 years,53.68,2023-07-13,Female
West,13-17 years,86.86,2023-10-16,Female
Centre,13-17 years,54.3,2023-10-10,Male
Centre,0-5 years,73.43,2023-10-09,Male
East,0-5 years,85.73,2023-02-15,Female
South,0-5 years,88.5,2023-11-18,Female
West,0-5 years,74.28,2023-03-03,Male
North,18+ years,71.96,2023-05-22,Female
North,0-5 years,96.01,2023-09-03,Female
South,18+ years,58.74,2023-07-08,Female
South,13-17 years,96.3,2023-06-11,Female
East,13-17 years,85.38,2023-07-23,Male
North,13-17 years,90.38,2023-05-01,Male
West,18+ years,53.24,2023-01-25,Female
North,6-12 years,56.49,2023-07-01,Female
East,13-17 years,84.65,2023-07-20,Female
South,0-5 years,59.8,2023-07-10,Female
North,6-12 years,63.66,2023-05-25,Male
East,0-5 years,59.71,2023-06-11,Male
East,18+ years,73.91,2023-07-28,Female
East,13-17 years,63.41,2023-10-08,Male
South,18+ years,71.85,2023-08-04,Male
South,0-5 years,83.14,2023-01-12,Female
Centre,13-17 years,91.22,2023-01-24,Male
North,0-5 years,98.72,2023-08-25,Male
South,0-5 years,85.15,2023-12-03,Female
Centre,6-12 years,87.84,2023-03-14,Male
Centre,18+ years,91.96,2023-09-18,Male
North,18+ years,80.37,2023-07-27,Male
East,18+ years,85.37,2023-03-04,Male
North,18+ years,94.38,2023-07-21,Male
North,0-5 years,92.84,2023-06-26,Male
Centre,13-17 years,54.67,2023-03-12,Male
North,18+ years,79.69,2023-11-12,Female
West,6-12 years,59.18,2023-10-27,Male
North,0-5 years,80.4,2023-04-29,Female
South,18+ years,89.47,2023-12-25,Male
South,0-5 years,73.53,2023-07-02,Male
North,6-12 years,90.21,2023-10-15,Male
South,6-12 years,99.68,2023-09-28,Female
Centre,18+ years,85.39,2023-04-15,Female
East,13-17 years,86.02,2023-06-09,Male
North,6-12 years,55.8,2023-06-02,Female
West,6-12 years,80.52,2023-10-11,Male
South,0-5 years,88.51,2023-04-17,Female
Centre,0-5 years,93.7,2023-07-16,Male
South,13-17 years,89.73,2023-06-09,Female
South,13-17 years,98.59,2023-04-13,Female
West,0-5 years,90.39,2023-08-13,Male
West,18+ years,73.13,2023-01-17,Female
West,6-12 years,97.48,2023-07-28,Male
South,13-17 years,72.94,2023-01-22,Female
Centre,6-12 years,99.92,2023-02-05,Female
North,18+ years,58.19,2023-10-15,Female
North,13-17 years,64.21,2023-06-01,Male
Centre,18+ years,93.19,2023-11-24,Female
West,13-17 years,87.71,2023-04-01,Female
Centre,18+ years,91.46,2023-05-31,Male
Centre,6-12 years,92.8,2023-02-18,Male
West,13-17 years,56.03,2023-02-25,Female
West,18+ years,56.94,2023-10-31,Male
West,6-12 years,50.17,2023-10-24,Female
West,6-12 years,79.38,2023-07-17,Female
Centre,0-5 years,76.15,2023-12-12,Female
East,6-12 years,96.44,2023-05-25,Male
North,13-17 years,90.4,2023-04-15,Female
Centre,18+ years,89.02,2023-02-16,Male
North,0-5 years,91.49,2023-09-25,Female
South,18+ years,91.39,2023-11-27,Female
West,13-17 years,67.22,2023-04-21,Male
Centre,13-17 years,91.21,2023-04-23,Female
North,6-12 years,66.6,2023-06-22,Female
South,0-5 years,67.56,2023-01-19,Male
West,13-17 years,64.44,2023-09-15,Male
South,13-17 years,68.65,2023-07-21,Male
South,0-5 years,98.19,2023-04-30,Female
West,18+ years,95.68,2023-02-18,Male
North,18+ years,79.45,2023-04-23,Male
North,6-12 years,73.81,2023-05-16,Female
South,0-5 years,89.91,2023-03-18,Female
North,6-12 years,57.85,2023-12-12,Female
South,0-5 years,75.67,2023-12-30,Female
South,18+ years,66.74,2023-12-15,Male
West,18+ years,87.98,2023-10-01,Female
South,6-12 years,99.31,2023-08-12,Male
South,6-12 years,71.54,2023-08-06,Female
West,6-12 years,55.65,2023-02-21,Male
South,6-12 years,61.36,2023-03-20,Female
Centre,13-17 years,64.91,2023-10-30,Female
West,6-12 years,60.29,2023-12-04,Female
West,13-17 years,76.87,2023-11-18,Female
East,6-12 years,56.92,2023-08-03,Male
Centre,6-12 years,92.87,2023-01-08,Female
North,13-17 years,99.14,2023-05-18,Male
West,6-12 years,99.95,2023-06-02,Male
West,13-17 years,71.75,2023-07-16,Male
West,0-5 years,62.65,2023-01-13,Female
West,6-12 years,71.26,2023-01-24,Male
West,6-12 years,50.35,2023-11-03,Female
South,0-5 years,99.46,2023-07-07,Female
South,18+ years,95.48,2023-04-28,Male
West,6-12 years,74.35,2023-06-02,Female
East,13-17 years,50.38,2023-12-10,Male
West,18+ years,51.87,2023-08-14,Female
West,6-12 years,84.25,2023-02-11,Female
West,0-5 years,70.49,2023-08-19,Female
Centre,18+ years,97.09,2023-01-22,Female
North,6-12 years,74.78,2023-03-06,Male
South,13-17 years,59.93,2023-06-28,Male
Centre,13-17 years,80.47,2023-04-29,Male
Centre,6-12 years,97.09,2023-12-12,Female
West,13-17 years,51.34,2023-02-24,Female
South,13-17 years,97.22,2023-05-24,Female
Centre,0-5 years,56.42,2023-06-25,Female
Centre,18+ years,98.74,2023-08-25,Male
South,18+ years,89.7,2023-02-15,Male
East,0-5 years,93.46,2023-08-04,Male
North,18+ years,82.88,2023-07-12,Female
West,6-12 years,81.28,2023-12-10,Female
Centre,6-12 years,52.83,2023-07-08,Male
Centre,13-17 years,88.27,2023-12-05,Female
North,18+ years,84.56,2023-02-04,Female
North,13-17 years,75.71,2023-09-19,Male
West,13-17 years,69.66,2023-12-18,Male
Centre,6-12 years,75.18,2023-04-29,Female
East,18+ years,68.91,2023-02-21,Male
South,6-12 years,70.24,2023-09-16,Male
Centre,6-12 years,58.7,2023-03-20,Male
Centre,6-12 years,80.55,2023-08-02,Female
East,0-5 years,72.64,2023-04-12,Male
East,18+ years,92.03,2023-06-04,Female
Centre,0-5 years,67.15,2023-09-11,Male
Centre,18+ years,74.61,2023-05-22,Male
North,0-5 years,84.32,2023-12-18,Male
South,18+ years,50.12,2023-04-14,Male
West,13-17 years,90.09,2023-06-12,Male
